k,silhouette,inertia
2,0.30987536928634063,145.20976082089436
3,0.2998156542613312,115.43470228851004
4,0.2036906353109313,93.38027529100896
5,0.18716958568924588,82.82356732975587
6,0.2049924475026823,65.55488281500408
7,0.21207880122569397,55.04777964491531
