airport,airport_full_name,total_flights,delayed_flights,cancelled_flights,total_delay_min,carrier_delay_min,weather_delay_min,nas_delay_min,security_delay_min,late_aircraft_delay_min,delay_rate,cancellation_rate,avg_delay_severity,carrier_share,weather_share,nas_share,late_aircraft_share,cluster
ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",28774.0,5379.0,827.0,398985.0,133672.0,45688.0,51256.0,717.0,167652.0,0.18693959824841871,0.028741224716758183,74.17456776352482,0.3350301389776558,0.11451057057282855,0.12846598243041718,0.4201962479792473,1
ABI,"Abilene, TX: Abilene Regional",10907.0,1767.0,244.0,106374.0,29941.0,13843.0,19591.0,154.0,42845.0,0.16200605115980563,0.02237095443293298,60.20033955857385,0.28146915599676614,0.13013518340947977,0.18417094402767595,0.40277699437832554,1
ABQ,"Albuquerque, NM: Albuquerque International Sunport",130549.0,25479.0,2371.0,1445607.0,563730.0,64581.0,154669.0,1835.0,660792.0,0.19516809780235775,0.018161763016185495,56.73719533733663,0.3899607569692178,0.04467396740607925,0.10699242601896643,0.45710348663225897,1
ABR,"Aberdeen, SD: Aberdeen Regional",4377.0,498.0,68.0,47223.0,31925.0,13707.0,1536.0,0.0,55.0,0.113776559287183,0.01553575508339045,94.82530120481928,0.6760476886263049,0.2902611015818563,0.03252652309256083,0.0011646866992778943,0
ABY,"Albany, GA: Southwest Georgia Regional",5377.0,746.0,55.0,64200.0,41423.0,10960.0,6374.0,0.0,5443.0,0.1387390738329924,0.010228752092244746,86.05898123324397,0.6452180685358255,0.1707165109034268,0.09928348909657321,0.08478193146417445,0
ACK,"Nantucket, MA: Nantucket Memorial",10296.0,1896.0,387.0,146573.0,50194.0,21345.0,24615.0,14.0,50405.0,0.18414918414918416,0.037587412587412584,77.30643459915612,0.34245051953634026,0.1456270936666371,0.16793679599926317,0.3438900752526045,1
ACT,"Waco, TX: Waco Regional",7709.0,1169.0,301.0,72729.0,27997.0,11735.0,8663.0,251.0,24083.0,0.15164093916201843,0.03904527176028019,62.214713430282295,0.38494960744682316,0.16135241788007534,0.11911342105624992,0.33113338558209243,1
ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",10285.0,1713.0,274.0,143033.0,52902.0,38519.0,18054.0,5.0,33553.0,0.1665532328633933,0.026640738940204182,83.49854057209573,0.36985870393545545,0.26930148986597496,0.1262226199548356,0.23458222927576153,0
ACY,"Atlantic City, NJ: Atlantic City International",17136.0,3384.0,431.0,234296.0,66646.0,11382.0,76477.0,2873.0,76918.0,0.19747899159663865,0.02515172735760971,69.23640661938535,0.2844521460033462,0.048579574555263426,0.32641188923413117,0.32829412367261923,1
ADK,"Adak Island, AK: Adak",627.0,118.0,47.0,5819.0,2068.0,371.0,1494.0,102.0,1784.0,0.18819776714513556,0.07496012759170653,49.313559322033896,0.3553875236294896,0.06375665921979722,0.2567451452139543,0.30658188692215155,1
ADQ,"Kodiak, AK: Kodiak Airport",4827.0,654.0,217.0,35306.0,10776.0,3989.0,4706.0,0.0,15835.0,0.13548788067122436,0.04495545887714937,53.984709480122326,0.3052172435280122,0.11298362884495552,0.13329179176343964,0.4485073358635926,1
AEX,"Alexandria, LA: Alexandria International",13566.0,1981.0,363.0,138697.0,57938.0,23867.0,19563.0,618.0,36711.0,0.14602683178534573,0.026758071649712518,70.01362948006057,0.41773073678594347,0.17208014592961635,0.1410484725697023,0.264684888642148,1
AGS,"Augusta, GA: Augusta Regional at Bush Field",28478.0,4587.0,551.0,347305.0,118568.0,57942.0,49084.0,632.0,121079.0,0.16107170447362876,0.019348268839103868,75.71506431218661,0.34139445156274745,0.16683318696822677,0.1413282273505996,0.34862440794114685,1
AKN,"King Salmon, AK: King Salmon Airport",2719.0,421.0,96.0,19736.0,7126.0,1562.0,3122.0,85.0,7841.0,0.15483633688856197,0.035307098197866864,46.87885985748218,0.3610660721524118,0.07914471017430078,0.15818808269152818,0.3972942845561411,1
ALB,"Albany, NY: Albany International",84593.0,17641.0,2294.0,1226928.0,473907.0,98327.0,146833.0,3115.0,504746.0,0.20853971368789379,0.027118083056517677,69.5497987642424,0.38625493916513437,0.08014080695851754,0.11967531917113311,0.41139007341914113,1
ALO,"Waterloo, IA: Waterloo Regional",3749.0,602.0,110.0,44424.0,9197.0,4696.0,7179.0,115.0,23237.0,0.16057615364097091,0.029341157642037877,73.79401993355482,0.20702773275706826,0.10570862596794525,0.16160183684494867,0.5230731136322708,1
ALS,"Alamosa, CO: San Luis Valley Regional/Bergman Field",991.0,121.0,37.0,15733.0,12470.0,737.0,20.0,0.0,2506.0,0.12209889001009082,0.03733602421796166,130.02479338842974,0.7926015381681816,0.04684421280111867,0.0012712133731646858,0.15928303565753513,0
ALW,"Walla Walla, WA: Walla Walla Regional",3956.0,486.0,145.0,22082.0,7169.0,1773.0,2448.0,382.0,10310.0,0.12285136501516683,0.03665318503538928,45.43621399176955,0.32465356398876916,0.08029164024997736,0.11085952359387737,0.46689611448238383,1
AMA,"Amarillo, TX: Rick Husband Amarillo International",31653.0,6138.0,881.0,417927.0,153337.0,31695.0,44799.0,274.0,187822.0,0.19391526869491044,0.02783306479638581,68.08846529814272,0.3668990038930244,0.07583860339245849,0.10719336152007408,0.449413414304412,1
ANC,"Anchorage, AK: Ted Stevens Anchorage International",119186.0,24011.0,2378.0,1206862.0,380525.0,56366.0,256562.0,39659.0,473750.0,0.2014582249593073,0.01995200778614938,50.262879513556285,0.3153011694791948,0.04670459422866906,0.2125860288914557,0.3925469523441785,1
APN,"Alpena, MI: Alpena County Regional",3554.0,563.0,97.0,49693.0,35250.0,10976.0,2446.0,0.0,1021.0,0.15841305571187395,0.027293190770962296,88.26465364120781,0.7093554424164369,0.22087617974362586,0.04922222445817318,0.02054615338176403,0
ART,"Watertown, NY: Watertown International",3997.0,487.0,140.0,53143.0,6719.0,19898.0,6868.0,3.0,19655.0,0.12184138103577684,0.03502626970227671,109.12320328542094,0.12643245582673165,0.3744237246674068,0.12923621173061361,0.36985115631409593,0
ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",39403.0,10461.0,2195.0,915134.0,405471.0,139818.0,157033.0,1130.0,211682.0,0.2654873994365911,0.05570641829302338,87.48054679284964,0.44307281775128016,0.15278418242574313,0.17159563517473944,0.23131257280354572,0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1914971.0,284469.0,31152.0,21313080.0,8855299.0,1187320.0,3582573.0,35498.0,7652390.0,0.1485500302615549,0.01626760927450076,74.92232897081932,0.4154865932094282,0.0557085132697855,0.16809269237482335,0.3590466511644492,1
ATW,"Appleton, WI: Appleton International",40645.0,8374.0,823.0,639167.0,241479.0,78393.0,84150.0,1320.0,233825.0,0.20602780169762577,0.020248493049575593,76.32756149988059,0.37780267128935,0.1226486974452686,0.13165573316519782,0.36582771012896476,1
ATY,"Watertown, SD: Watertown Regional",1531.0,183.0,38.0,15129.0,10445.0,1695.0,1008.0,37.0,1944.0,0.11952971913781842,0.024820378837361202,82.67213114754098,0.6903959283495273,0.11203648621852072,0.06662700773349196,0.12849494348602022,0
AUS,"Austin, TX: Austin - Bergstrom International",457990.0,95733.0,9071.0,5807905.0,2083722.0,255029.0,1100221.0,10663.0,2358177.0,0.20902858141007447,0.019806109303696588,60.66774257570535,0.358779175358982,0.04391137316428287,0.18943812230836674,0.40603535376145095,1
AVL,"Asheville, NC: Asheville Regional",66502.0,13426.0,1983.0,971617.0,289271.0,95448.0,178641.0,2602.0,405655.0,0.2018886650025563,0.029818652070614418,72.3683152092954,0.29772122142778484,0.09823623917654796,0.18385948372661243,0.41750504571245667,1
AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",17835.0,3524.0,534.0,262179.0,91684.0,23022.0,32946.0,519.0,113772.0,0.19758901037286236,0.02994112699747687,74.39812712826334,0.3500150796165578,0.08788934997308574,0.12577545496539325,0.43433876835800156,1
AZA,"Phoenix, AZ: Mesa Gateway",3478.0,745.0,11.0,67856.0,22822.0,9621.0,10895.0,93.0,24425.0,0.21420356526739506,0.0031627372052903968,91.08187919463087,0.3363298750294742,0.14178554586182504,0.16056059891535016,0.3599534307946239,1
AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",31581.0,7809.0,930.0,572000.0,197368.0,58398.0,87537.0,1944.0,226753.0,0.24726892751971122,0.02944808587441816,73.24881546933025,0.34504895104895106,0.1020944055944056,0.15303671328671328,0.3964213286713287,1
AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",11493.0,1839.0,268.0,156743.0,65686.0,29975.0,14951.0,42.0,46089.0,0.16001044113808405,0.023318541721047595,85.23273518216422,0.41906815615370385,0.19123661024734756,0.09538543986015324,0.2940418391889909,0
BDL,"Hartford, CT: Bradley International",131836.0,28211.0,3080.0,1853160.0,735824.0,94830.0,265446.0,3899.0,753161.0,0.21398555781425407,0.02336235929488152,65.68927014285208,0.39706447365580955,0.051172052062423104,0.1432396555073496,0.4064198450214768,1
BET,"Bethel, AK: Bethel Airport",4340.0,696.0,108.0,34598.0,11788.0,5282.0,5824.0,131.0,11573.0,0.16036866359447005,0.02488479262672811,49.70977011494253,0.34071333603098447,0.15266778426498642,0.16833342967801607,0.33449910399445054,1
BFF,"Scottsbluff, NE: Scottsbluff W Neb Regional Wm B Heilig Field",367.0,83.0,4.0,6053.0,1900.0,813.0,1005.0,59.0,2276.0,0.22615803814713897,0.010899182561307902,72.92771084337349,0.313893936890798,0.13431356352222037,0.16603337188171155,0.3760118949281348,1
BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",3516.0,570.0,100.0,50529.0,31998.0,3190.0,3080.0,0.0,12261.0,0.1621160409556314,0.02844141069397042,88.64736842105263,0.6332601080567595,0.06313206277583171,0.06095509509390647,0.24265273407350235,0
BFL,"Bakersfield, CA: Meadows Field",15496.0,2940.0,228.0,231002.0,102608.0,16178.0,17707.0,485.0,94024.0,0.1897263810015488,0.01471347444501807,78.57210884353742,0.44418663041878426,0.07003402567943134,0.07665301599120354,0.40702677898892653,1
BFM,"Mobile, AL: Mobile Downtown",46.0,9.0,6.0,426.0,286.0,0.0,135.0,0.0,5.0,0.1956521739130435,0.13043478260869565,47.333333333333336,0.6713615023474179,0.0,0.31690140845070425,0.011737089201877934,1
BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",2563.0,350.0,69.0,27160.0,10503.0,5188.0,4883.0,30.0,6556.0,0.13655872024970736,0.026921576277799453,77.6,0.38670839469808543,0.1910162002945508,0.17978645066273932,0.24138438880706922,1
BGR,"Bangor, ME: Bangor International",29675.0,5221.0,1145.0,376901.0,121986.0,38605.0,59106.0,217.0,156987.0,0.17593934288121313,0.038584667228306654,72.18942731277534,0.32365528348293054,0.10242742789220512,0.15682102196598047,0.41652051865078626,1
BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",99536.0,20460.0,2222.0,1310899.0,471537.0,93097.0,193410.0,1813.0,551042.0,0.20555376949043563,0.02232358141777849,64.07130987292278,0.3597050573690269,0.07101767565617183,0.1475399706613553,0.42035427595871233,1
BIH,"Bishop, CA: Bishop Airport",1194.0,304.0,44.0,24770.0,13399.0,1614.0,2178.0,186.0,7393.0,0.254606365159129,0.03685092127303183,81.48026315789474,0.5409366168752523,0.06515946709729512,0.08792894630601535,0.29846588615260394,0
BIL,"Billings, MT: Billings Logan International",30133.0,4874.0,371.0,287627.0,122440.0,28370.0,35767.0,326.0,100724.0,0.1617495768758504,0.012312083098264362,59.01251538777185,0.42569021684334224,0.09863469006734417,0.12435202536618607,0.3501896553522444,1
BIS,"Bismarck/Mandan, ND: Bismarck Municipal",23724.0,4029.0,503.0,286286.0,143282.0,39526.0,31970.0,160.0,71348.0,0.16982802225594334,0.02120215815208228,71.05634152395135,0.5004855284575565,0.13806473247032688,0.1116715452379788,0.2492193121563751,0
BJI,"Bemidji, MN: Bemidji Regional",4333.0,553.0,72.0,58648.0,41458.0,15287.0,1891.0,2.0,10.0,0.12762520193861066,0.01661666282021694,106.05424954792043,0.7068953758013914,0.26065679989087437,0.03224321374982949,0.00017050879825398991,0
BKG,"Branson, MO: Branson Airport",181.0,36.0,1.0,1714.0,504.0,99.0,591.0,0.0,520.0,0.19889502762430938,0.0055248618784530384,47.611111111111114,0.294049008168028,0.057759626604434074,0.34480746791131855,0.3033838973162194,1
BLI,"Bellingham, WA: Bellingham International",15679.0,2431.0,462.0,135302.0,40774.0,10800.0,18266.0,575.0,64887.0,0.15504815358122329,0.029466164933988136,55.65693130399013,0.30135548624558395,0.07982143649022187,0.13500169990096228,0.4795716249575025,1
BLV,"Belleville, IL: Scott AFB MidAmerica St Louis",3807.0,790.0,48.0,62378.0,28519.0,6509.0,9969.0,249.0,17132.0,0.20751247701602313,0.01260835303388495,78.95949367088608,0.45719644746545257,0.10434768668440797,0.15981596075539453,0.274648113116804,1
BLV,"Belleville, IL: Scott AFB/MidAmerica",3224.0,680.0,200.0,43012.0,15279.0,4562.0,7048.0,735.0,15388.0,0.2109181141439206,0.062034739454094295,63.252941176470586,0.35522644843299545,0.10606342416069935,0.1638612480238073,0.35776062494187666,1
BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",14902.0,2505.0,321.0,197074.0,71469.0,30023.0,23569.0,1284.0,70729.0,0.16809824184673197,0.021540732787545296,78.67225548902195,0.36265057795548883,0.15234378964246933,0.11959467002242813,0.35889564326090706,1
BNA,"Nashville, TN: Nashville International",528700.0,98967.0,11743.0,6079713.0,2057957.0,286735.0,1006543.0,15941.0,2712537.0,0.1871893323245697,0.022211083790429353,61.43171966413047,0.3384957480723185,0.04716258810243181,0.1655576505009365,0.44616201455562127,1
BOI,"Boise, ID: Boise Air Terminal",151627.0,24773.0,1627.0,1407083.0,592253.0,93459.0,156034.0,3248.0,560456.0,0.1633811920040626,0.010730278908110033,56.79905542324305,0.4213974171973389,0.06649756305809527,0.1110206695364474,0.39877334661496316,1
BOS,"Boston, MA: Logan International",734643.0,154909.0,17744.0,11537413.0,3878595.0,435346.0,2847854.0,16745.0,4358873.0,0.21086296337132457,0.024153228166606092,74.47864875507555,0.33617544938367033,0.03773341562792283,0.24683644418380446,0.37780332558087326,1
BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",4626.0,625.0,148.0,59075.0,22066.0,18115.0,8182.0,124.0,10588.0,0.13510592304366623,0.03199308257674016,94.52,0.3735251798561151,0.3066440964875159,0.13850190435886583,0.17922979263647906,0
BQK,"Brunswick, GA: Brunswick Golden Isles",5301.0,741.0,53.0,62274.0,36024.0,8827.0,6582.0,0.0,10841.0,0.13978494623655913,0.00999811356347859,84.04048582995951,0.5784757683784565,0.14174454828660435,0.1056941901917333,0.17408549314320584,0
BQN,"Aguadilla, PR: Rafael Hernandez",12197.0,4070.0,286.0,277630.0,119001.0,16240.0,50945.0,1709.0,89735.0,0.3336886119537591,0.023448388948101993,68.21375921375922,0.428631632028239,0.05849511940352267,0.18349962179879695,0.3232179519504376,1
BRD,"Brainerd, MN: Brainerd Lakes Regional",3881.0,455.0,59.0,41457.0,30539.0,8769.0,2149.0,0.0,0.0,0.11723782530275702,0.01520226745684102,91.11428571428571,0.7366427865016765,0.21152037050437802,0.05183684299394553,0.0,0
BRO,"Brownsville, TX: Brownsville South Padre Island International",15842.0,2489.0,378.0,175533.0,69783.0,20304.0,20602.0,101.0,63398.0,0.1571140007574801,0.02386062365862896,70.52350341502611,0.40061887156405723,0.11656371277011046,0.1182745080028475,0.36396307437940617,1
BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",2366.0,535.0,87.0,26084.0,11138.0,2069.0,3590.0,0.0,9287.0,0.2261200338123415,0.036770921386306,48.75514018691589,0.42700506057353166,0.07932065634105198,0.1376322649900322,0.35604201809538416,1
BTM,"Butte, MT: Bert Mooney",4012.0,443.0,40.0,35386.0,20299.0,6604.0,3984.0,102.0,4397.0,0.11041874376869391,0.009970089730807577,79.87810383747178,0.5736449443282654,0.1866274797942689,0.11258689877352625,0.12425818120160516,0
BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",35627.0,6252.0,918.0,452669.0,163484.0,53736.0,54328.0,837.0,180284.0,0.1754848850590844,0.025766974485642913,72.40387076135637,0.3611557230559194,0.11870925554875637,0.12001705440399055,0.398268933812565,1
BTV,"Burlington, VT: Burlington International",43781.0,7658.0,1354.0,520573.0,185646.0,41766.0,80892.0,764.0,211505.0,0.17491605947785568,0.03092665768255636,67.97767041002872,0.356618572227142,0.08023082257435557,0.1553903102926967,0.4062926813338379,1
BTV,"Burlington, VT: Patrick Leahy Burlington International",5716.0,1386.0,172.0,123067.0,41995.0,11236.0,16954.0,269.0,52613.0,0.24247725682295312,0.030090972708187544,88.79292929292929,0.34123688722403245,0.09129986105129725,0.1377623570900404,0.42751509340440574,1
BUF,"Buffalo, NY: Buffalo Niagara International",126796.0,26809.0,4355.0,1785964.0,675309.0,103955.0,253812.0,3332.0,749556.0,0.21143411464084041,0.03434650935360737,66.61807601924727,0.3781201636763115,0.058206660380612375,0.14211484665984309,0.41969267017700246,1
BUR,"Burbank, CA: Bob Hope",160501.0,29140.0,4329.0,1569256.0,538621.0,39259.0,214276.0,2268.0,774643.0,0.18155650120559996,0.026971794568258142,53.85229924502402,0.3432746976387879,0.025020601414726076,0.13656268342906963,0.49369657254916455,1
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",525397.0,93332.0,13573.0,5372883.0,1675530.0,204683.0,1033277.0,20247.0,2439071.0,0.17764090773262886,0.02583379806127557,57.56742596322805,0.3118536899141008,0.03809609425834685,0.1923160105479295,0.4539657847442157,1
BZN,"Bozeman, MT: Bozeman Yellowstone International",62813.0,11405.0,866.0,650347.0,275249.0,46255.0,91939.0,873.0,235636.0,0.18157069396462516,0.013786954929712002,57.02297238053485,0.42349127320171337,0.07116679385554625,0.14145506129683422,0.3625436955344395,1
CAE,"Columbia, SC: Columbia Metropolitan",54168.0,9591.0,1177.0,686020.0,235845.0,51716.0,98582.0,1024.0,298853.0,0.17706025697828975,0.02172869590902378,71.52747367323532,0.3437873531383925,0.07538555727238273,0.1437013498148742,0.4356330719221014,1
CAK,"Akron, OH: Akron-Canton Regional",22242.0,4757.0,561.0,373299.0,131318.0,29423.0,45035.0,717.0,166806.0,0.2138746515601115,0.025222551928783383,78.47361782636115,0.3517769937771063,0.07881885566261897,0.12064055890854249,0.4468428793005071,1
CDB,"Cold Bay, AK: Cold Bay Airport",262.0,90.0,9.0,3212.0,548.0,39.0,794.0,661.0,1170.0,0.3435114503816794,0.03435114503816794,35.68888888888889,0.1706102117061021,0.012141967621419676,0.24719800747198006,0.3642590286425903,1
CDC,"Cedar City, UT: Cedar City Regional",3535.0,328.0,16.0,21365.0,15901.0,4866.0,409.0,189.0,0.0,0.09278642149929278,0.004526166902404526,65.13719512195122,0.7442546220454014,0.22775567516967002,0.01914345892815352,0.0,0
CDV,"Cordova, AK: Merle K Mudhole Smith",4345.0,705.0,106.0,33991.0,7497.0,2003.0,5661.0,59.0,18771.0,0.1622554660529344,0.024395857307249712,48.21418439716312,0.22055838310140918,0.058927363125533226,0.16654408519902328,0.5522344149922038,1
CGI,"Cape Girardeau, MO: Cape Girardeau Regional",1736.0,192.0,91.0,22674.0,16844.0,1405.0,373.0,0.0,4052.0,0.11059907834101383,0.05241935483870968,118.09375,0.7428773044015171,0.0619652465378848,0.016450560112904647,0.1787068889476934,0
CHA,"Chattanooga, TN: Lovell Field",45657.0,7902.0,883.0,548321.0,195958.0,55796.0,82348.0,1431.0,212788.0,0.17307313226887444,0.01933986026239131,69.39015439129335,0.3573782510609661,0.10175791188008484,0.15018210136033455,0.38807195055451094,1
CHO,"Charlottesville, VA: Charlottesville Albemarle",35269.0,5422.0,830.0,405642.0,122540.0,43234.0,60821.0,393.0,178654.0,0.15373273979982421,0.023533414613399868,74.81409074142383,0.30208903417299,0.10658166560661865,0.14993762973262137,0.44042283589963566,1
CHS,"Charleston, SC: Charleston AFB/International",144421.0,29015.0,3730.0,1838075.0,684588.0,88660.0,317933.0,3522.0,743372.0,0.20090568546125565,0.025827268887488663,63.34912976046872,0.3724483494960761,0.0482352461134611,0.17297063503937543,0.40442963426410783,1
CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",50300.0,9689.0,1311.0,715044.0,270340.0,71268.0,91420.0,1013.0,281003.0,0.19262425447316103,0.02606361829025845,73.79956651873259,0.378074635966458,0.09966939097454143,0.12785227202801505,0.39298700499549677,1
CIU,"Sault Ste. Marie, MI: Chippewa County International",4462.0,687.0,54.0,63142.0,41479.0,17340.0,3345.0,18.0,960.0,0.15396683101748096,0.012102196324518153,91.90975254730714,0.6569161572329036,0.27461911247663995,0.05297583225111653,0.015203826296284565,0
CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",3274.0,653.0,102.0,58432.0,29760.0,6941.0,6039.0,128.0,15564.0,0.1994502138057422,0.031154551007941355,89.48238897396631,0.5093099671412924,0.11878765060240964,0.10335090361445783,0.26636089813800656,0
CLD,"Carlsbad, CA: McClellan-Palomar",641.0,84.0,2.0,4266.0,848.0,273.0,404.0,0.0,2741.0,0.1310452418096724,0.0031201248049922,50.785714285714285,0.19878105954055322,0.0639943741209564,0.0947022972339428,0.6425222691045476,1
CLE,"Cleveland, OH: Cleveland-Hopkins International",235512.0,46663.0,5722.0,3098928.0,1107756.0,173684.0,469782.0,6756.0,1340896.0,0.19813427765888786,0.024296001902238528,66.4108179928423,0.357470487667456,0.05604745465611057,0.15159764482195792,0.43270426613021373,1
CLL,"College Station/Bryan, TX: Easterwood Field",8316.0,1212.0,301.0,85636.0,31689.0,15984.0,9327.0,61.0,28575.0,0.14574314574314573,0.0361952861952862,70.65676567656766,0.37004297258162455,0.1866504740996777,0.10891447522070158,0.3336797608482414,1
CLT,"Charlotte, NC: Charlotte Douglas International",1347494.0,222954.0,29312.0,18438720.0,6405380.0,1136741.0,2608629.0,33484.0,8254486.0,0.16545825064898248,0.021752972554979835,82.70190263462418,0.3473874542267576,0.06164966982523733,0.14147560134326026,0.44767131341004146,1
CMH,"Columbus, OH: John Glenn Columbus International",234074.0,44689.0,5339.0,2826926.0,983829.0,171982.0,451923.0,6035.0,1212969.0,0.19091825661970147,0.02280902620538804,63.257759180111435,0.34804392908009163,0.060841153301084146,0.15987438524546668,0.4291055626662252,1
CMI,"Champaign/Urbana, IL: University of Illinois/Willard",9691.0,1648.0,293.0,106923.0,21180.0,20253.0,17069.0,147.0,48274.0,0.17005468991848108,0.030234237952739655,64.88046116504854,0.19808647344350608,0.18941668303358491,0.15963824434406068,0.45148377804588347,1
CMX,"Hancock/Houghton, MI: Houghton County Memorial",4349.0,926.0,226.0,91185.0,37309.0,19127.0,4610.0,0.0,30139.0,0.21292251092205106,0.05196596918831915,98.4719222462203,0.4091572078741021,0.209760377255031,0.050556560837857104,0.3305258540330098,0
CNY,"Moab, UT: Canyonlands Field",1786.0,210.0,41.0,13864.0,8302.0,2730.0,498.0,0.0,2334.0,0.11758118701007839,0.02295632698768197,66.01904761904763,0.5988170802077323,0.1969128678592037,0.0359203693017888,0.16834968263127525,0
CNY,"Moab, UT: Canyonlands Regional",884.0,132.0,11.0,6948.0,4535.0,822.0,74.0,0.0,1517.0,0.1493212669683258,0.012443438914027148,52.63636363636363,0.6527058146229131,0.11830742659758203,0.010650546919976972,0.21833621185952792,0
COD,"Cody, WY: Yellowstone Regional",5424.0,1240.0,163.0,110029.0,45850.0,16939.0,11421.0,0.0,35819.0,0.22861356932153393,0.030051622418879056,88.73306451612903,0.4167083223513801,0.15395032218778687,0.10379990729716711,0.3255414481636659,0
COS,"Colorado Springs, CO: City of Colorado Springs Municipal",69509.0,15284.0,1376.0,958006.0,402379.0,74008.0,103151.0,937.0,377531.0,0.2198851947229855,0.019795997640593303,62.68031928814447,0.42001720239747975,0.0772521257695672,0.10767260330311083,0.3940799953236201,1
COU,"Columbia, MO: Columbia Regional",11764.0,2362.0,468.0,168882.0,45155.0,18420.0,22084.0,104.0,83119.0,0.20078204692281537,0.03978238694321659,71.4995766299746,0.2673760377068012,0.10907023839130281,0.13076586018640235,0.49217204912305634,1
CPR,"Casper, WY: Casper/Natrona County International",12301.0,2286.0,283.0,185081.0,80137.0,19733.0,21146.0,74.0,63991.0,0.18583854971140557,0.023006259653686693,80.96281714785651,0.43298339645884776,0.1066181833899752,0.11425267855695614,0.3457459166527088,1
CRP,"Corpus Christi, TX: Corpus Christi International",31334.0,5447.0,814.0,362424.0,121153.0,31660.0,44429.0,359.0,164823.0,0.17383672687815152,0.025978170677219633,66.53644207820818,0.3342852570469947,0.08735624572324129,0.12258845992539126,0.454779484802331,1
CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",11884.0,2681.0,238.0,220850.0,95629.0,32585.0,20861.0,415.0,71360.0,0.22559744193874118,0.02002692696061932,82.37597911227154,0.43300430156214625,0.14754358161648176,0.09445777677156442,0.32311523658591806,0
CRW,"Charleston/Dunbar, WV: Yeager",8701.0,1339.0,320.0,89526.0,28738.0,11073.0,13222.0,308.0,36185.0,0.15389035743018045,0.03677738191012527,66.8603435399552,0.3210017201706767,0.12368473962871121,0.14768893952594778,0.40418425932131447,1
CSG,"Columbus, GA: Columbus Airport",7324.0,1011.0,119.0,76732.0,34862.0,16369.0,7794.0,0.0,17707.0,0.1380393227744402,0.01624795193883124,75.8971315529179,0.4543345670645884,0.21332690402960955,0.10157431058749934,0.23076421831830266,0
CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",232349.0,46414.0,5368.0,3277357.0,1076174.0,188397.0,513472.0,5107.0,1494207.0,0.19975984402773414,0.023103176686794433,70.61138880510191,0.3283664245304982,0.05748443028940698,0.15667258708770512,0.4559182902564475,1
CWA,"Mosinee, WI: Central Wisconsin",11727.0,1891.0,237.0,158175.0,37855.0,40328.0,23940.0,647.0,55405.0,0.16125181205764474,0.020209772320286517,83.64621893178213,0.23932353406037615,0.2549581160107476,0.15135135135135136,0.35027659238185554,1
CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",2789.0,470.0,75.0,58856.0,27759.0,10152.0,3591.0,0.0,17354.0,0.16851918250268913,0.026891358910003587,125.22553191489362,0.471642653255403,0.1724887861900231,0.06101332064700286,0.294855239907571,0
DAB,"Daytona Beach, FL: Daytona Beach International",17462.0,2824.0,385.0,171788.0,65813.0,12986.0,30265.0,613.0,62111.0,0.161722597640591,0.02204787538655366,60.831444759206796,0.38310592125177545,0.07559317298065057,0.17617645004307636,0.36155610403520616,1
DAL,"Dallas, TX: Dallas Love Field",396622.0,76853.0,11508.0,4213180.0,1177397.0,125581.0,985230.0,10928.0,1914044.0,0.19376887817619798,0.029015031944773614,54.82128218807333,0.2794556605699258,0.029806701826174054,0.23384474434987348,0.454299127974594,1
DAY,"Dayton, OH: James M Cox/Dayton International",60187.0,11429.0,1303.0,901844.0,295898.0,75303.0,114884.0,736.0,415023.0,0.1898915048100088,0.021649193347400602,78.90839093533992,0.328103308332705,0.08349891999059704,0.12738788526618794,0.46019378074256745,1
DBQ,"Dubuque, IA: Dubuque Regional",1506.0,217.0,54.0,14398.0,3789.0,3450.0,2833.0,0.0,4326.0,0.14409030544488713,0.035856573705179286,66.35023041474655,0.2631615502153077,0.23961661341853036,0.1967634393665787,0.30045839699958327,1
DCA,"Washington, DC: Ronald Reagan Washington National",734667.0,146204.0,22601.0,10969332.0,3363985.0,588612.0,2392811.0,17835.0,4605858.0,0.1990071692344967,0.030763597657169846,75.02757790484529,0.30667827746321236,0.05366091532934194,0.21814103088302314,0.4198938454482277,1
