airport,airport_full_name,total_flights,delayed_flights,cancelled_flights,total_delay_min,carrier_delay_min,weather_delay_min,nas_delay_min,security_delay_min,late_aircraft_delay_min,delay_rate,cancellation_rate,avg_delay_severity,carrier_share,weather_share,nas_share,late_aircraft_share,cluster
SLN,"Salina, KS: Salina Regional",4565.0,915.0,88.0,90763.0,35262.0,13053.0,8402.0,0.0,34046.0,0.2004381161007667,0.01927710843373494,99.19453551912568,0.38850632967178256,0.1438141092736027,0.09257076121326972,0.37510879984134504,0
SMF,"Sacramento, CA: Sacramento International",302854.0,54355.0,5047.0,2964653.0,1123624.0,109859.0,291023.0,8175.0,1431972.0,0.1794759190897264,0.01666479557806732,54.54241560114065,0.37900691919088003,0.037056276063336925,0.09816427082697368,0.4830150442564442,1
SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",1097.0,241.0,49.0,19029.0,6473.0,3626.0,3703.0,27.0,5200.0,0.21969006381039197,0.044667274384685506,78.95850622406638,0.3401650112985443,0.19055126386042356,0.194597719270587,0.2732671186084398,1
SNA,"Santa Ana, CA: John Wayne Airport-Orange County",245428.0,41724.0,4791.0,2157900.0,844261.0,85515.0,361055.0,3523.0,863546.0,0.17000505239825936,0.019521000048894177,51.71843543284441,0.3912419481903703,0.03962880578340053,0.16731776263960332,0.40017887761249366,1
SPI,"Springfield, IL: Abraham Lincoln Capital",6301.0,1085.0,181.0,87971.0,30825.0,9528.0,8926.0,158.0,38534.0,0.17219488970004762,0.028725599111252182,81.07926267281105,0.35039956349251455,0.108308419820168,0.10146525559559401,0.43803071466733356,1
SPN,"Saipan, TT: Francisco C. Ada Saipan International",2012.0,94.0,15.0,6652.0,3384.0,34.0,317.0,0.0,2917.0,0.04671968190854871,0.007455268389662028,70.76595744680851,0.5087191822008419,0.005111244738424534,0.047654840649428744,0.4385147324113049,1
SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",5325.0,742.0,234.0,52337.0,22620.0,9972.0,7475.0,112.0,12158.0,0.13934272300469483,0.043943661971830986,70.53504043126685,0.43219901790320425,0.1905344211552057,0.1428243881001968,0.23230219538758431,0
SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",89112.0,19252.0,2334.0,1234600.0,412229.0,61315.0,309939.0,1765.0,449352.0,0.21604273274082053,0.026191758685698896,64.12840224392271,0.3338968086829742,0.049663858739672766,0.2510440628543658,0.36396565689292076,1
STC,"St. Cloud, MN: St. Cloud Regional",845.0,94.0,32.0,4223.0,2068.0,308.0,1145.0,221.0,481.0,0.11124260355029586,0.0378698224852071,44.92553191489362,0.4896992659246981,0.07293393322282737,0.2711342647407057,0.11390007103954534,1
STL,"St. Louis, MO: St Louis Lambert International",364177.0,65220.0,8367.0,3953487.0,1432158.0,181738.0,491943.0,8331.0,1839297.0,0.17908873981607845,0.022975091782292675,60.61770929162834,0.3622536877125824,0.04596927203388823,0.12443331384832604,0.46523646207240377,1
STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",24239.0,4072.0,404.0,231091.0,81683.0,15547.0,35208.0,275.0,98378.0,0.16799372911423738,0.01666735426378976,56.7512278978389,0.3534668161027474,0.06727652742858874,0.15235556555642582,0.42571108351255565,1
STT,"Charlotte Amalie, VI: Cyril E King",30960.0,5583.0,350.0,341592.0,149770.0,19467.0,84354.0,2132.0,85869.0,0.18032945736434108,0.011304909560723515,61.184309511015584,0.4384470362303567,0.0569890395559615,0.2469437223354177,0.2513788379118949,1
STX,"Christiansted, VI: Henry E. Rohlsen",7068.0,1469.0,61.0,87150.0,34654.0,7023.0,19357.0,725.0,25391.0,0.20783814374646292,0.008630447085455574,59.32607215793057,0.39763625932300634,0.08058519793459552,0.2221113023522662,0.29134825014343085,1
SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",12643.0,1467.0,180.0,90659.0,41996.0,18207.0,12978.0,114.0,17364.0,0.11603258720240449,0.01423712726409871,61.798909338786636,0.4632303466837269,0.2008294819047199,0.143151810631046,0.19153090151005417,0
SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",4527.0,850.0,147.0,75445.0,36398.0,5905.0,7869.0,0.0,25273.0,0.1877623149988955,0.032471835652750164,88.75882352941177,0.48244416462323547,0.07826893763668898,0.1043011465305852,0.33498575120949037,1
SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",4143.0,795.0,171.0,51558.0,20815.0,5579.0,9573.0,44.0,15547.0,0.19188993482983346,0.041274438812454746,64.85283018867925,0.4037200822374801,0.1082082315062648,0.1856743861282439,0.30154389231545053,1
SWO,"Stillwater, OK: Stillwater Regional",4024.0,547.0,116.0,42258.0,15917.0,9804.0,4685.0,141.0,11711.0,0.13593439363817097,0.02882703777335984,77.25411334552102,0.37666240711817883,0.2320034076387903,0.1108665814756969,0.27713095745184346,0
SYR,"Syracuse, NY: Syracuse Hancock International",85000.0,17065.0,2479.0,1167810.0,435986.0,76934.0,174286.0,1256.0,479348.0,0.20076470588235293,0.02916470588235294,68.43305010254907,0.3733364160265797,0.06587886728149271,0.14924174309177007,0.4104674561786592,1
TBN,"Fort Leonard Wood, MO: Waynesville-St. Robert Regional Forney Field",631.0,59.0,38.0,5400.0,2595.0,707.0,334.0,0.0,1764.0,0.09350237717908082,0.060221870047543584,91.52542372881356,0.48055555555555557,0.13092592592592592,0.06185185185185185,0.32666666666666666,0
TLH,"Tallahassee, FL: Tallahassee International",33828.0,5662.0,693.0,361489.0,127444.0,33403.0,56561.0,311.0,143770.0,0.16737613811044105,0.020485987938985456,63.844754503708934,0.35255291309002484,0.092403918238176,0.15646672512856546,0.3977161130767465,1
TOL,"Toledo, OH: Eugene F Kranz Toledo Express",1366.0,283.0,12.0,22546.0,8948.0,3860.0,3101.0,112.0,6525.0,0.20717423133235724,0.008784773060029283,79.6678445229682,0.39687749489931695,0.1712055353499512,0.1375410272332121,0.2894083207664331,1
TOL,"Toledo, OH: Toledo Express",3487.0,548.0,141.0,35314.0,9577.0,5420.0,6996.0,30.0,13291.0,0.1571551476914253,0.04043590478921709,64.44160583941606,0.2711955598346265,0.1534802061505352,0.19810839893526647,0.37636631364331424,1
TPA,"Tampa, FL: Tampa International",430516.0,92029.0,10947.0,6038103.0,2070710.0,212865.0,1280051.0,12498.0,2461979.0,0.2137644129370337,0.025427626383223854,65.6108726597051,0.34294048975315594,0.035253621874287336,0.21199555555776375,0.4077404774314052,1
TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",23349.0,3388.0,345.0,225489.0,77141.0,25389.0,30431.0,218.0,92310.0,0.14510257398603796,0.014775793395862777,66.5551948051948,0.3421053798633193,0.11259529289677102,0.1349555854165835,0.40937695408645214,1
TTN,"Trenton, NJ: Trenton Mercer",10555.0,2747.0,371.0,203087.0,58161.0,7032.0,35721.0,0.0,102173.0,0.2602558029369967,0.035149218379914735,73.93046960320349,0.28638465288275466,0.03462555456528483,0.17589013575462734,0.5030996567973332,1
TUL,"Tulsa, OK: Tulsa International",99674.0,20078.0,2182.0,1282870.0,486090.0,80442.0,135693.0,1791.0,578854.0,0.2014366835884985,0.021891365852679735,63.89431218248829,0.3789082292048298,0.06270471676787204,0.1057729933664362,0.4512179722029512,1
TUS,"Tucson, AZ: Tucson International",101942.0,18634.0,1564.0,1134730.0,509301.0,71602.0,110017.0,1600.0,442210.0,0.18279021404327953,0.015342057248239194,60.89567457336052,0.44883011817789253,0.0631004732403303,0.09695434156142871,0.38970503996545436,1
TVC,"Traverse City, MI: Cherry Capital",31083.0,5960.0,570.0,432269.0,171234.0,47681.0,60933.0,446.0,151975.0,0.19174468358910016,0.018337998262715954,72.52835570469799,0.3961283367532717,0.11030400051819585,0.1409608368862907,0.35157506089957874,1
TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",4306.0,369.0,23.0,29989.0,20224.0,8680.0,775.0,0.0,310.0,0.08569437993497446,0.005341384115188109,81.2710027100271,0.6743806062222815,0.28943946113574975,0.025842809029977657,0.010337123611991064,0
TXK,"Texarkana, AR: Texarkana Regional-Webb Field",5644.0,807.0,160.0,58535.0,23281.0,9949.0,6105.0,169.0,19031.0,0.14298369950389794,0.028348688873139617,72.53407682775712,0.3977278551294098,0.169966686597762,0.1042965746988981,0.32512172204663875,1
TYR,"Tyler, TX: Tyler Pounds Regional",6988.0,1062.0,309.0,73009.0,30995.0,16058.0,7507.0,56.0,18393.0,0.15197481396680024,0.044218660560961645,68.74670433145009,0.4245367009546768,0.21994548617293758,0.10282293963757892,0.2519278445123204,0
TYS,"Knoxville, TN: McGhee Tyson",103438.0,21276.0,2238.0,1564436.0,521894.0,133679.0,232889.0,1766.0,674208.0,0.2056884317175506,0.02163614919081962,73.53055085542395,0.3335988177208911,0.08544868566051919,0.14886451091639416,0.43095914438174526,1
UIN,"Quincy, IL: Quincy Regional-Baldwin Field",9.0,1.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,74.0,1.0,0.0,0.0,0.0,0
USA,"Concord, NC: Concord Padgett Regional",5427.0,1389.0,333.0,96476.0,31176.0,10453.0,18248.0,284.0,36315.0,0.25594250967385296,0.06135986733001658,69.45716342692585,0.3231477258592811,0.10834819022347526,0.18914548696048758,0.3764148596542145,1
VCT,"Victoria, TX: Victoria Regional",3178.0,417.0,74.0,64372.0,38680.0,9218.0,1229.0,0.0,15245.0,0.13121460037759597,0.02328508495909377,154.3693045563549,0.6008823712172995,0.1431989063568011,0.019092151867271485,0.23682657055862796,0
VEL,"Vernal, UT: Vernal Regional",2393.0,336.0,99.0,24487.0,15030.0,2593.0,765.0,21.0,6078.0,0.1404095277893857,0.041370664437944,72.87797619047619,0.613795074937722,0.10589292277535019,0.03124106668844693,0.2482133376893862,0
VLD,"Valdosta, GA: Valdosta Regional",5650.0,809.0,71.0,74108.0,26726.0,25280.0,7155.0,72.0,14875.0,0.1431858407079646,0.012566371681415929,91.6044499381953,0.360635828790414,0.3411237653154855,0.0965482808873536,0.20072056997894963,0
VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",58319.0,11672.0,1399.0,807355.0,248063.0,67725.0,124612.0,1403.0,365552.0,0.20014060597746874,0.0239887515218025,69.17023646333105,0.30725393414297303,0.08388503198716797,0.15434598163137653,0.452777278892185,1
VRB,"Vero Beach, FL: Vero Beach Regional",42.0,21.0,1.0,1539.0,410.0,63.0,728.0,0.0,338.0,0.5,0.023809523809523808,73.28571428571429,0.2664067576348278,0.04093567251461988,0.4730344379467186,0.21962313190383365,1
WRG,"Wrangell, AK: Wrangell Airport",4348.0,741.0,77.0,40174.0,5296.0,1809.0,5221.0,363.0,27485.0,0.1704231830726771,0.017709291628334865,54.21592442645074,0.1318265544879773,0.045029123313585905,0.129959675411958,0.6841489520585453,1
WYS,"West Yellowstone, MT: Yellowstone",1936.0,225.0,9.0,14013.0,9348.0,2082.0,372.0,0.0,2211.0,0.11621900826446281,0.0046487603305785125,62.28,0.6670948405052451,0.1485763219867266,0.0265467779918647,0.15778205951616356,0
XNA,"Fayetteville, AR: Northwest Arkansas National",50500.0,10206.0,671.0,698887.0,227750.0,66467.0,115616.0,1079.0,287975.0,0.2020990099009901,0.013287128712871287,68.47805212620027,0.3258752845595926,0.09510407261832027,0.16542874599184132,0.41204801348429715,1
XNA,"Fayetteville, AR: Northwest Arkansas Regional",27103.0,4193.0,1018.0,268266.0,101413.0,22207.0,42824.0,899.0,100923.0,0.15470612109360588,0.03756041766594104,63.97948962556642,0.37803150604251007,0.0827797782797671,0.15963260346074418,0.3762049607479144,1
XWA,"Williston, ND: Williston Basin International",9549.0,1743.0,221.0,149719.0,78321.0,32644.0,11466.0,866.0,26422.0,0.18253220232485076,0.023143784689496284,85.89730349971313,0.5231199780922929,0.21803511912315737,0.07658346636031499,0.17647726741428943,0
YAK,"Yakutat, AK: Yakutat Airport",4346.0,660.0,80.0,31721.0,4075.0,1863.0,5485.0,153.0,20145.0,0.15186378278877127,0.01840773124712379,48.06212121212121,0.1284637937013335,0.058730809243088176,0.1729138425648624,0.6350682513161628,1
YKM,"Yakima, WA: Yakima Air Terminal/McAllister Field",3989.0,471.0,85.0,19352.0,6971.0,1452.0,2325.0,101.0,8503.0,0.11807470543995989,0.021308598646277262,41.08704883227176,0.36022116577097973,0.07503100454733361,0.1201426209177346,0.43938610996279454,1
YUM,"Yuma, AZ: Yuma MCAS/Yuma International",10132.0,1484.0,144.0,108745.0,49083.0,10613.0,6280.0,32.0,42737.0,0.14646664034741413,0.01421239636794315,73.27830188679245,0.45135868315784633,0.09759529173755115,0.05774978159915398,0.39300197710239554,1
